field,has_ref,has_extractor,strict,soft,levenshtein
title,1,1,0.0,0.609,0.609
overline,0,0,0.0,0.0,0.0
subtitle,0,0,0.0,0.0,0.0
abstract,1,1,0.0,0.025,0.181
language,1,1,0.0,0.0,0.0
date,1,0,0.0,0.0,0.0
issue_number,1,0,0.0,0.0,0.0
volume,1,0,0.0,0.0,0.0
acknowledgements,1,0,0.0,0.0,0.0
authors,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.746}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.746}"
editorial_team,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
tables,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 0.6}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 0.6}"
keywords,1,1,"{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 1.0}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 1.0}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 1.0}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
biographical_notes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.833, 'recall': 0.952, 'avg_similarity': 0.88}","{'precision': 0.833, 'recall': 0.952, 'avg_similarity': 0.88}"
bibliographies,1,1,"{'precision': 0.636, 'recall': 0.636, 'avg_similarity': 0.636}","{'precision': 0.909, 'recall': 0.909, 'avg_similarity': 0.908}","{'precision': 0.909, 'recall': 0.909, 'avg_similarity': 0.908}"
id,1,1,"{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
